,Monthly Debt,Number of Open Accounts,Current Loan Amount,Number of Credit Problems,Annual Income,Credit Score_bin,Credit Score,Current Credit Balance,Maximum Open Credit,Bankruptcies,Months since last delinquent,Years of Credit History,Tax Liens,Term,Bankruptcies_bin,Bankruptcies_bin2,Home Ownership_0,Home Ownership_1,Home Ownership_2,Years in current job_0,Years in current job_1,Years in current job_10,Years in current job_11,Years in current job_2,Years in current job_3,Years in current job_4,Years in current job_5,Years in current job_6,Years in current job_7,Years in current job_8,Years in current job_9,Purpose_0,Purpose_1,Purpose_2,Purpose_3,Months since last delinquent_dummy_-1,Months since last delinquent_dummy_0,Months since last delinquent_dummy_1,Months since last delinquent_dummy_2,Months since last delinquent_dummy_3,Months since last delinquent_dummy_4,Months since last delinquent_dummy_5,Credit Default
855,18233.0,12.0,11.226402720238294,0,1407976.0,0,746.0,13.55512583291516,13.960506604572736,0,-10.0,25.7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
857,29053.0,16.0,13.56032794360308,0,1854419.0,0,743.0,12.20481185106275,13.729707541521979,0,-10.0,17.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
858,8370.0,6.0,12.97070060017925,0,929955.0,0,710.0,12.077255836058205,12.454536904824469,0,40.0,9.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
859,38080.0,14.0,13.349930729267944,0,1936290.0,0,708.0,12.906433743108314,13.563871076859423,0,-10.0,24.9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
860,18093.0,8.0,13.061068656121387,0,3926046.0,0,742.0,12.542898391088311,12.764238811843123,0,18.0,13.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
861,15674.0,9.0,12.299685931879353,1,701803.0,0,743.0,12.163744308712477,12.781896372309804,1,58.0,22.5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
862,7674.0,6.0,11.908198813083555,0,1791472.0,0,7040.0,11.490618504447689,12.107318040498228,0,80.0,9.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
863,15575.0,8.0,13.194979809193123,0,1160862.0,0,739.0,12.918760164089507,13.255317853644593,0,-10.0,12.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
864,10475.0,8.0,12.51197152971351,0,1260840.0,0,743.0,11.910674211722846,12.445919909814616,0,-10.0,11.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
865,31413.0,12.0,13.205400366968943,0,1219933.0,0,735.0,13.580151449608197,14.139247038033483,0,-10.0,19.3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
866,13860.0,7.0,12.815884411736256,0,-10.0,0,-10.0,12.185216663650797,12.65338002749657,0,26.0,17.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
867,21986.0,11.0,13.28278861666152,0,1312577.0,0,723.0,12.679865959839805,13.50180068195124,0,-10.0,11.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
868,18918.0,19.0,12.08819523042019,0,1343300.0,0,693.0,12.147155627428292,13.6068207955577,0,6.0,32.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
869,26567.0,6.0,13.308539163770465,0,-10.0,0,-10.0,12.559514368237789,12.899672223742868,0,-10.0,10.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
870,5693.0,4.0,11.850561310050743,0,307743.0,0,718.0,12.001867377486212,12.52828294825358,0,48.0,13.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
871,8090.0,8.0,12.295168099322304,0,524761.0,0,6900.0,12.735320532563419,13.211778030876859,0,-10.0,18.8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
874,13855.0,12.0,12.967161144889287,0,831307.0,0,743.0,12.395216709338662,13.435846228691199,0,-10.0,20.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
875,31373.0,14.0,12.769074124112661,0,-10.0,0,-10.0,12.941920055622147,13.522420555650653,0,-10.0,12.9,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
876,9029.0,6.0,12.661784000062434,0,-10.0,0,-10.0,12.20061779484721,12.788860727193628,0,13.0,16.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
877,23860.0,9.0,12.68882281634788,0,1004644.0,0,742.0,12.437251824535675,12.721936555788313,0,54.0,28.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
878,14821.0,19.0,11.572410614304994,0,773262.0,0,750.0,11.675622378627883,13.925986069697029,0,-10.0,16.7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
879,41188.0,11.0,13.16359936621712,0,1686877.0,0,709.0,13.081814262315762,13.425664337505959,0,19.0,25.7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
880,54508.0,12.0,12.49060100023781,0,-10.0,0,-10.0,14.009326632279192,14.30557597209843,0,-10.0,40.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
881,15776.0,20.0,13.080526284512676,1,1690335.0,0,720.0,13.188285940314062,13.936372404769374,1,-10.0,40.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
882,6350.0,8.0,12.420768616296163,1,973180.0,0,738.0,12.0073289810395,12.316374432971894,1,78.0,18.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
884,17860.0,11.0,12.947545596731281,0,2060816.0,0,742.0,12.417070738460712,12.952250984516805,0,26.0,12.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
885,27988.0,20.0,12.528522019787818,0,-10.0,0,-10.0,13.535107264147129,13.948290793540966,0,-10.0,16.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
886,22435.0,16.0,12.71713124215588,2,1631644.0,0,738.0,12.41545392978539,13.35834101833169,1,48.0,23.3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
887,7254.0,14.0,12.719503871763823,0,1250694.0,0,742.0,11.852329115083185,13.713687112824028,0,30.0,33.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
888,21043.0,7.0,12.46698585773035,0,1588191.0,0,723.0,11.971343489531066,12.649010144494671,0,-10.0,18.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
889,13368.0,4.0,11.814931951376826,0,778696.0,0,747.0,11.48457742945474,12.230857936752578,0,-10.0,14.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
891,33725.0,6.0,13.54853136105836,0,1605956.0,0,723.0,13.645164606502577,13.901579073933451,0,-10.0,22.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
893,24011.0,19.0,12.637858308703688,0,855000.0,0,723.0,11.758628623929006,12.651761169045855,0,-10.0,10.8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
894,18896.0,7.0,12.377050943463692,0,948765.0,0,692.0,11.076573222778281,11.72067919820815,0,30.0,13.5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
895,22621.0,16.0,13.063638325262486,0,1551160.0,0,696.0,12.659730914239773,12.898462039042025,0,33.0,21.6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
896,14731.0,5.0,12.679411332284037,0,875140.0,0,749.0,9.650142492488797,11.836970806583313,0,-10.0,21.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
898,9669.0,20.0,13.032020639406557,0,739005.0,0,732.0,13.317087700915327,14.593806924378374,-10,0.0,18.3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
899,27066.0,13.0,12.08893752493149,0,2150990.0,0,744.0,11.82280435517906,12.931699116832046,0,-10.0,17.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
900,9331.0,7.0,11.424323733127357,0,-10.0,0,-10.0,11.733802449561667,11.990233601229486,0,9.0,22.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
901,29235.0,20.0,12.970137177909631,0,3708420.0,0,751.0,12.744733256524885,15.054126209138719,0,-10.0,40.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
902,21929.0,14.0,12.97636834965032,0,1529956.0,0,740.0,13.206092206055638,13.65378543096897,0,-10.0,19.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
903,3553.0,7.0,12.32354007583287,0,1068408.0,0,745.0,12.13417376998631,13.330539473116751,0,49.0,11.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
905,19173.0,15.0,12.295570511974466,0,1133388.0,0,680.0,12.391435406504485,13.321097835932628,0,13.0,24.9,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
906,22614.0,14.0,12.773948510619011,0,1206101.0,0,6320.0,12.570000225407107,13.275226943541748,0,-10.0,36.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
907,21491.0,14.0,12.29164006384641,0,1448807.0,0,6990.0,12.295936201188423,12.855040640003303,0,17.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
908,21084.0,17.0,11.931050102025146,1,1012054.0,0,722.0,11.364912576968534,13.039457742128361,1,-10.0,19.8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
909,15718.0,7.0,12.27822119927684,0,-10.0,0,-10.0,10.22792335533221,11.893120627196557,0,37.0,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
910,24661.0,13.0,12.949221161257654,0,1013479.0,0,611.0,12.469082855176305,13.651325535421616,0,-10.0,24.2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
911,24794.0,9.0,13.25697293859618,0,1114350.0,0,6760.0,13.250556044359874,13.466533055421154,0,-10.0,8.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
912,28805.0,11.0,13.005175414656936,0,2304396.0,0,740.0,12.61125771443102,14.06719258533902,0,75.0,20.1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
913,12855.0,11.0,12.350367775726667,0,748847.0,0,727.0,12.050091124068059,13.115509946203314,0,-10.0,18.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
914,4941.0,10.0,11.42071148698229,0,660212.0,0,748.0,10.150113227997542,13.466938411800154,0,-10.0,28.1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
915,3971.0,10.0,11.098091606857963,1,-10.0,0,-10.0,11.478892870226021,12.492915616034363,1,12.0,13.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
916,33478.0,20.0,11.951831796597101,0,1626476.0,0,744.0,12.638874023157854,13.447166363819473,0,9.0,21.7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
917,2187.0,6.0,12.701570395341223,0,2116714.0,0,743.0,11.381084072062805,11.895824531066458,0,29.0,24.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
918,31571.0,29.0,13.221667389414618,0,1144560.0,0,727.0,13.015517314422826,13.65641986299658,0,1.0,16.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
919,14574.0,8.0,12.81678070764994,0,-10.0,0,-10.0,12.709127152230852,13.40392224121921,0,37.0,31.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
920,18663.0,17.0,12.75900040408711,0,957087.0,0,725.0,12.09524722444128,13.28880450501693,0,61.0,12.6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
923,7816.0,14.0,13.103251911201284,0,943578.0,0,743.0,12.041392558884287,13.739155293308519,0,36.0,26.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
924,13044.0,3.0,11.994727962994396,0,4757885.0,0,744.0,12.406320069607448,13.547180030694275,0,68.0,33.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
925,34113.0,10.0,13.562228623984229,0,1991998.0,0,687.0,13.78947659616715,14.292758508634735,0,-10.0,22.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
926,12650.0,16.0,12.909845671306334,0,867445.0,0,745.0,12.587538733790232,13.807059951961392,0,17.0,11.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
927,60807.0,8.0,12.464610367343479,0,4473816.0,0,751.0,14.221262958133455,14.797106142269154,0,-10.0,32.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
928,13825.0,13.0,12.473657872407822,0,1316700.0,0,706.0,11.971343489531066,12.715744604080285,0,-10.0,11.8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
929,13126.0,17.0,12.320895749351662,0,581229.0,0,7170.0,12.864638733233793,13.272580043422442,0,-10.0,10.4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
930,13962.0,9.0,12.217245001683409,1,825341.0,0,713.0,11.930266441632659,13.05232924971253,1,-10.0,16.7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
932,13565.0,17.0,11.95734843117549,0,865868.0,0,728.0,11.727690010253552,12.333079675714089,0,38.0,8.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
934,49126.0,13.0,11.37480068171843,0,-10.0,0,-10.0,13.65554131642432,13.870416269708402,0,-10.0,20.7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
935,12810.0,11.0,12.753734410847859,0,2632127.0,0,726.0,12.829459696049874,13.062751367723129,0,7.0,29.8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
936,19059.0,11.0,12.489773051658805,0,2293908.0,0,714.0,13.353148060769765,14.17506086408421,0,36.0,18.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
937,28603.0,10.0,11.98845753419117,0,1778400.0,0,746.0,12.028655044664529,12.353220289816461,0,3.0,33.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
939,2792.0,3.0,11.587633971053062,0,883918.0,0,7040.0,10.538846709328679,12.280163831828729,0,-10.0,15.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
940,11915.0,28.0,12.356727221100723,0,1091436.0,0,737.0,11.930266441632659,14.369536465876376,0,-10.0,16.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
941,8918.0,10.0,12.219960757690341,0,677331.0,0,731.0,12.154784614286667,12.53210125107424,0,-10.0,11.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
942,1269.0,9.0,13.565200054153946,0,2343726.0,0,722.0,9.213634938925614,13.222981264557477,0,22.0,15.6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
944,6841.0,13.0,11.38260035529399,0,837615.0,0,722.0,11.905426906686534,12.13651354233573,0,12.0,18.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
945,6489.0,5.0,13.014530920125836,0,2519894.0,0,649.0,10.543365804216734,12.924592695058525,0,2.0,10.9,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
946,21844.0,10.0,12.997328359575281,0,1104185.0,0,693.0,13.606534916150038,13.838681037087289,0,-10.0,20.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
947,21010.0,9.0,13.009026692065325,0,875406.0,0,732.0,12.809759999547301,13.495912547407666,0,80.0,11.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
948,26310.0,15.0,13.201952443736651,0,1496288.0,0,728.0,13.131225988191582,14.237546278645762,0,44.0,16.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
949,25679.0,20.0,12.721082503167374,0,-10.0,0,-10.0,12.482214636644851,12.998424684505295,0,6.0,9.4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
950,35865.0,16.0,12.632630398177566,0,-10.0,0,-10.0,12.529445168623328,13.711687748319218,0,-10.0,25.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
951,26162.0,12.0,13.19330075710918,0,1319094.0,0,719.0,13.75910527221686,14.193395471761246,0,-10.0,20.3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
952,20027.0,10.0,11.631179500799725,0,-10.0,0,-10.0,12.007444861901904,13.628061075805928,0,4.0,19.1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
954,32720.0,21.0,12.135215537433472,0,1304464.0,0,741.0,13.474748332485591,13.83329251763505,0,29.0,28.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
955,14874.0,8.0,12.07386038247155,2,1002706.0,0,730.0,10.096749049368418,11.43413114440381,1,-10.0,13.3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
957,23890.0,18.0,12.754878790652496,0,-10.0,0,-10.0,12.898812243039432,13.40066307268671,0,-10.0,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
958,6117.0,2.0,12.094364246849544,0,1390154.0,0,731.0,7.262628600974241,10.853232402669228,0,-10.0,15.7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
959,15787.0,7.0,11.629222953302936,0,873050.0,0,699.0,12.07811994871949,12.270722098014636,0,-10.0,17.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
960,12881.0,8.0,11.928149466466664,0,1760559.0,0,744.0,11.377392069675032,12.807781391398143,0,14.0,23.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
961,28636.0,9.0,12.291539079710015,0,1222897.0,0,738.0,12.117082949320514,12.891059117906588,0,-10.0,12.9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
962,17121.0,12.0,12.310941540362283,0,1128885.0,0,749.0,12.360089030626012,13.289735411516212,0,-10.0,11.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
963,7031.0,5.0,11.892518765510822,0,-10.0,0,-10.0,11.748621898155887,12.968085689511888,0,-10.0,11.9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
964,5606.0,4.0,11.51722620352192,0,809571.0,0,728.0,10.393967601636689,12.417657653510478,0,-10.0,14.2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
965,3655.0,4.0,11.61720439592614,0,421762.0,0,697.0,10.638855748530036,11.418296053390623,0,-10.0,11.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
966,4187.0,7.0,11.982285136919963,0,3694664.0,0,732.0,12.016327602719976,12.332595158239958,0,4.0,10.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
967,36579.0,30.0,12.646322359751103,0,-10.0,0,-10.0,13.137271694137446,13.38149318588492,0,47.0,19.2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
968,17324.0,12.0,13.179350332101555,1,2038092.0,0,729.0,11.589506804399157,12.682899816373984,1,-10.0,15.2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
969,11440.0,8.0,12.987507679703372,0,1282956.0,0,713.0,12.738226203308612,13.317122268901917,0,39.0,17.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
970,33350.0,9.0,13.33996359278239,1,2396375.0,0,7130.0,11.848397201257859,12.722724265176227,1,8.0,10.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
971,11798.0,21.0,12.273605117819809,0,-10.0,0,-10.0,12.837626297535111,14.350726504733304,0,27.0,22.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
972,19525.0,10.0,12.274940842578923,0,1252917.0,0,738.0,11.170759047227005,12.504898643148627,0,33.0,16.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
975,18551.0,11.0,12.504653856000955,0,-10.0,0,-10.0,12.006633413727524,13.158350020432056,0,-10.0,11.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
976,21676.0,7.0,12.46537453339766,0,1566949.0,0,750.0,13.062515703685538,13.741834953864474,0,-10.0,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
977,9201.0,12.0,12.284444727716512,0,557631.0,0,710.0,11.858534405925027,12.894325367746708,0,81.0,16.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
978,8642.0,7.0,12.333660786973624,0,579348.0,0,710.0,12.568414502145137,12.87287328401211,0,27.0,40.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
979,6506.0,7.0,12.101106496544032,0,1020547.0,0,705.0,11.318004872599758,11.59008093164893,0,37.0,10.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
980,4595.0,2.0,11.352322346193413,0,391020.0,0,7270.0,11.283474564081352,12.348747731882408,0,59.0,21.2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
981,26040.0,9.0,13.380847817384911,0,1165992.0,0,716.0,12.991985863215367,13.34314413952935,0,-10.0,23.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
983,15960.0,11.0,11.588450290056475,0,-10.0,0,-10.0,11.657536501029403,12.230428616097123,0,-10.0,17.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
984,21723.0,14.0,12.510836736009948,0,1168975.0,0,625.0,12.243527377178715,12.892665895932675,0,-10.0,18.9,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
985,7053.0,6.0,12.763231131055226,0,848084.0,0,729.0,12.595872356191926,13.353114715977464,0,-10.0,15.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
